Rank;Full Journal Title;JCR Abbreviated Title;Issn;Total Cites;Journal Impact Factor;Impact Factor without Journal Self Cites;5-Year Impact Factor;Immediacy Index;Citable Items;Cited Half-life;Citing Half-life;Eigenfactor Score;Article Influence Score;% Articles in Citable Items;Average Journal Impact Factor Percentile;Normalized Eigenfactor
156;JNCI-Journal of the National Cancer Institute;JNCI-J NATL CANCER I;0027-8874;37,074;11.370;11.012;12.798;2.885;165;>10.0;6.2;0.063170;5.794;96.360;96.009;7.20016
157;ACTA NEUROPATHOLOGICA;ACTA NEUROPATHOL;0001-6322;14,701;11.360;10.419;10.616;2.743;109;6.7;6.1;0.036920;4.062;77.060;97.526;4.20817
158;GENOME RESEARCH;GENOME RES;1088-9051;34,396;11.351;11.063;14.381;2.322;171;6.7;5.2;0.123650;8.217;99.420;97.075;14.09354
159;Nature Communications;NAT COMMUN;2041-1723;75,139;11.329;10.996;12.001;2.078;3,192;2.2;6.5;0.476840;5.543;99.780;96.032;54.35056
160;GENOME BIOLOGY;GENOME BIOL;1465-6906;25,081;11.313;10.939;13.168;1.826;230;6.4;5.2;0.086660;6.798;95.220;96.645;9.87739
161;ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES;ASTROPHYS J SUPPL S;0067-0049;24,953;11.257;10.611;11.121;2.559;211;8.0;8.3;0.071340;5.816;100.000;94.355;8.13092
162;JOURNAL OF EXPERIMENTAL MEDICINE;J EXP MED;0022-1007;62,854;11.240;11.065;13.021;2.513;152;>10.0;6.6;0.105240;6.615;96.050;96.436;11.99483
163;PROGRESS IN LIPID RESEARCH;PROG LIPID RES;0163-7827;4,814;11.238;11.048;11.325;1.038;26;8.4;9.0;0.008480;3.714;0.000;97.871;0.96663
164;BIOLOGICAL PSYCHIATRY;BIOL PSYCHIAT;0006-3223;42,289;11.212;10.864;10.799;3.653;190;8.1;6.9;0.074060;3.724;78.420;96.365;8.44084
165;HUMAN REPRODUCTION UPDATE;HUM REPROD UPDATE;1355-4786;7,239;11.194;10.741;11.366;2.277;47;7.2;8.6;0.016300;4.114;29.790;98.825;1.85795
166;PHARMACOLOGY & THERAPEUTICS;PHARMACOL THERAPEUT;0163-7258;12,238;11.000;10.853;9.113;2.628;113;7.4;7.1;0.020610;2.611;0.000;97.843;2.34917
167;NATURAL PRODUCT REPORTS;NAT PROD REP;0265-0568;8,755;10.986;10.504;10.763;2.831;65;6.6;7.2;0.018250;3.448;0.000;97.544;2.07996
168;Annual Review of Medicine;ANNU REV MED;0066-4219;5,666;10.954;10.923;12.276;5.091;33;8.0;5.0;0.012280;4.983;0.000;96.371;1.40006
169;TRENDS IN PLANT SCIENCE;TRENDS PLANT SCI;1360-1385;17,092;10.899;10.657;14.191;2.153;85;8.5;5.3;0.029730;4.704;0.000;99.282;3.38905
170;MOLECULAR ASPECTS OF MEDICINE;MOL ASPECTS MED;0098-2997;4,178;10.860;10.850;10.695;0.882;34;6.2;8.4;0.010720;3.790;0.000;95.620;1.22164
171;AMERICAN JOURNAL OF HUMAN GENETICS;AM J HUM GENET;0002-9297;34,628;10.794;10.367;11.184;1.918;171;8.9;5.5;0.080020;5.659;98.830;95.482;9.12110
172;ECOLOGY LETTERS;ECOL LETT;1461-023X;25,887;10.772;10.420;14.938;1.486;138;7.2;7.5;0.065740;6.403;88.410;99.000;7.49338
173;BIOLOGICAL REVIEWS;BIOL REV;1464-7931;8,895;10.725;10.624;12.028;3.141;64;9.2;>10.0;0.018520;4.859;31.250;99.419;2.11069
174;JOURNAL OF HEPATOLOGY;J HEPATOL;0168-8278;30,983;10.590;9.818;10.548;4.187;316;5.3;5.8;0.075700;3.350;85.760;94.304;8.62802
175;MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT;MMWR-MORBID MORTAL W;0149-2195;20,918;10.588;10.156;Not Available;2.554;278;4.9;5.6;0.081560;Not Available;100.000;99.133;9.29582
176;Molecular Systems Biology;MOL SYST BIOL;1744-4292;7,682;10.581;10.323;12.339;1.5;64;5.0;6.3;0.036220;6.335;93.750;95.329;4.12784
177;Annual Review of Microbiology;ANNU REV MICROBIOL;0066-4227;9,267;10.536;10.500;15.028;0.259;27;>10.0;7.5;0.014220;6.669;0.000;95.528;1.62088
178;Nature Reviews Cardiology;NAT REV CARDIOL;1759-5002;3,360;10.533;10.238;10.560;4.127;55;3.7;6.1;0.017600;4.376;7.270;96.371;2.00636
179;Nature Reviews Rheumatology;NAT REV RHEUMATOL;1759-4790;4,314;10.531;10.162;11.259;2.839;62;3.8;5.9;0.019970;3.977;19.350;95.313;2.27592
180;Annual Review of Materials Research;ANNU REV MATER RES;1531-7331;6,356;10.390;10.341;18.500;2.154;13;>10.0;5.8;0.011080;7.477;0.000;95.387;1.26308
181;AMERICAN JOURNAL OF GASTROENTEROLOGY;AM J GASTROENTEROL;0002-9270;31,432;10.383;9.931;9.877;2.105;153;8.4;6.4;0.055520;3.514;86.270;93.038;6.32873
182;Annual Review of Biomedical Engineering;ANNU REV BIOMED ENG;1523-9829;3,823;10.256;10.179;14.137;0.412;17;8.3;6.1;0.006450;4.491;0.000;99.342;0.73540
183;Annual Review of Public Health;ANNU REV PUBL HEALTH;0163-7525;4,631;10.240;10.240;7.817;2.032;31;9.6;Not Available;0.007260;3.666;0.000;98.787;0.82789
183;Annual Review of Public Health;ANNU REV PUBL HEALTH;0163-7525;4,631;10.240;10.240;7.817;2.032;31;9.6;Not Available;0.007260;3.666;0.000;98.787;0.82789
185;Wiley Interdisciplinary Reviews-Computational Molecular Science;WIRES COMPUT MOL SCI;1759-0876;2,560;10.234;10.104;12.505;3.36;25;3.3;7.4;0.011720;3.913;24.000;95.719;1.33559
186;INTENSIVE CARE MEDICINE;INTENS CARE MED;0342-4642;18,130;10.125;7.988;7.007;3.632;133;7.4;4.9;0.033980;2.244;81.950;92.424;3.87266
187;BRAIN;BRAIN;0006-8950;46,207;10.103;9.612;10.545;2.32;259;8.9;7.1;0.083780;4.110;95.370;96.588;9.54886
188;GENES & DEVELOPMENT;GENE DEV;0890-9369;57,109;10.042;9.779;11.579;1.748;210;>10.0;6.5;0.117120;6.475;91.900;94.667;13.34912
189;SEMINARS IN CANCER BIOLOGY;SEMIN CANCER BIOL;1044-579X;5,600;9.955;9.627;9.393;2.896;77;6.5;6.0;0.012870;3.310;3.900;95.540;1.46645
190;TRENDS IN GENETICS;TRENDS GENET;0168-9525;10,789;9.858;9.776;9.733;2.169;71;9.4;4.6;0.024010;4.812;0.000;94.277;2.73721
191;BIOTECHNOLOGY ADVANCES;BIOTECHNOL ADV;0734-9750;12,195;9.848;9.660;11.847;1.748;127;5.5;6.5;0.024570;2.954;0.000;96.584;2.80030
192;Academy of Management Annals;ACAD MANAG ANN;1941-6520;1,530;9.741;9.556;13.343;0.929;14;5.3;>10.0;0.008340;8.233;100.000;99.740;0.95086
193;Nature Protocols;NAT PROTOC;1754-2189;28,066;9.646;9.466;11.296;1.765;136;6.8;5.6;0.068550;5.157;100.000;98.052;7.81350
194;EMBO JOURNAL;EMBO J;0261-4189;68,016;9.643;9.480;9.387;2.581;179;>10.0;6.0;0.106940;4.891;88.270;93.614;12.18935
195;ANNALS OF NEUROLOGY;ANN NEUROL;0364-5134;32,995;9.638;9.429;10.880;2.277;177;>10.0;6.9;0.059440;4.357;99.440;96.134;6.77473
196;2D Materials;2D MATER;2053-1583;514;9.611;8.944;9.611;1.369;122;1.3;3.9;0.002800;5.144;93.440;95.018;0.31922
197;EMBO Molecular Medicine;EMBO MOL MED;1757-4676;4,471;9.547;9.487;9.508;1.99;98;2.9;6.1;0.023190;3.713;90.820;94.758;2.64295
198;IMMUNOLOGICAL REVIEWS;IMMUNOL REV;0105-2896;13,384;9.542;9.483;11.041;3.211;114;6.6;6.6;0.036880;4.801;0.000;95.033;4.20398
199;JAMA Pediatrics;JAMA PEDIATR;2168-6203;2,548;9.528;9.299;9.571;2.275;131;1.9;6.2;0.015660;4.483;87.020;99.583;1.78507
200;TRENDS IN MICROBIOLOGY;TRENDS MICROBIOL;0966-842X;9,700;9.500;9.363;9.309;2.921;76;8.2;5.1;0.020250;3.689;0.000;94.676;2.30825
201;PROGRESS IN PARTICLE AND NUCLEAR PHYSICS;PROG PART NUCL PHYS;0146-6410;2,608;9.472;9.358;3.086;1.941;17;7.8;>10.0;0.006320;1.379;0.000;96.131;0.72042
202;Nature Reviews Nephrology;NAT REV NEPHROL;1759-5061;2,897;9.463;9.204;8.697;2.3;50;3.6;6.2;0.014830;3.336;8.000;98.052;1.69065
203;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;P NATL ACAD SCI USA;0027-8424;593,284;9.423;9.131;10.285;1.984;3,281;8.7;7.3;1.321970;4.682;99.970;94.444;150.67831
204;CHEMISTRY OF MATERIALS;CHEM MATER;0897-4756;88,075;9.407;8.819;9.363;1.737;987;7.5;5.5;0.126730;2.376;99.590;94.026;14.44494
205;PROGRESS IN RETINAL AND EYE RESEARCH;PROG RETIN EYE RES;1350-9462;4,591;9.394;8.986;11.025;2.147;34;7.7;9.0;0.009880;4.060;100.000;99.107;1.12658
206;Annual Review of Ecology Evolution and Systematics;ANNU REV ECOL EVOL S;1543-592X;17,547;9.352;9.259;14.922;0.179;28;>10.0;6.4;0.012580;7.233;0.000;96.449;1.43378
207;MASS SPECTROMETRY REVIEWS;MASS SPECTROM REV;0277-7037;3,994;9.346;9.212;7.687;2.885;26;8.3;6.6;0.005510;2.234;0.000;98.837;0.62757
208;DEVELOPMENTAL CELL;DEV CELL;1534-5807;24,023;9.338;9.071;10.730;2.465;228;6.7;6.8;0.083330;5.906;91.670;92.807;9.49818
209;EPIDEMIOLOGIC REVIEWS;EPIDEMIOL REV;0193-936X;3,157;9.333;9.333;9.516;2.929;14;9.0;6.7;0.003940;4.068;100.000;97.977;0.44873
210;ISME Journal;ISME J;1751-7362;13,569;9.328;8.815;10.728;2.116;232;3.8;7.3;0.055840;3.838;98.280;95.785;6.36440
211;JOURNAL OF PINEAL RESEARCH;J PINEAL RES;0742-3098;6,914;9.314;5.640;7.140;2.391;87;6.1;6.5;0.007790;1.142;91.950;96.110;0.88752
212;Annual Review of Phytopathology;ANNU REV PHYTOPATHOL;0066-4286;6,396;9.308;8.904;11.959;0.857;28;>10.0;7.5;0.007010;3.770;0.000;98.804;0.79922
213;ACS Catalysis;ACS CATAL;2155-5435;15,646;9.307;8.541;9.874;1.965;829;2.4;6.2;0.051870;2.419;96.380;92.708;5.91193
214;TRENDS IN MOLECULAR MEDICINE;TRENDS MOL MED;1471-4914;7,703;9.292;9.257;10.144;2.417;72;6.1;4.5;0.020480;3.762;0.000;93.140;2.33441
215;ANNALS OF ONCOLOGY;ANN ONCOL;0923-7534;30,516;9.269;8.960;7.828;2.759;328;4.9;5.4;0.093950;2.811;81.100;95.070;10.70823
216;IEEE Communications Surveys and Tutorials;IEEE COMMUN SURV TUT;1553-877X;4,172;9.220;8.555;9.414;1.113;97;3.3;5.7;0.020370;4.132;98.970;99.522;2.32178
217;NUCLEIC ACIDS RESEARCH;NUCLEIC ACIDS RES;0305-1048;143,465;9.202;8.504;8.647;2.576;1,234;7.3;6.8;0.363840;3.638;100.000;93.945;41.47018
218;Cold Spring Harbor Perspectives in Biology;CSH PERSPECT BIOL;1943-0264;9,184;9.173;8.723;11.277;1.696;138;4.1;8.7;0.058550;5.438;100.000;90.642;6.67386
219;Chemical Science;CHEM SCI;2041-6520;20,983;9.144;8.784;9.155;2.54;877;2.6;6.2;0.088930;2.876;98.630;91.718;10.13675
220;MEDICINAL RESEARCH REVIEWS;MED RES REV;0198-6325;3,710;9.135;9.027;8.648;1.838;37;7.8;7.6;0.005360;2.227;0.000;97.454;0.61036
221;Autophagy;AUTOPHAGY;1554-8627;10,957;9.108;8.405;11.958;1.012;163;4.5;5.7;0.035990;3.973;93.870;90.107;4.10203
222;Materials Horizons;MATER HORIZ;2051-6347;917;9.095;9.027;9.095;3.919;62;1.3;4.0;0.003060;2.732;74.190;92.692;0.34843
223;ACTA NUMERICA;ACTA NUMER;0962-4929;1,498;9.000;8.750;Not Available;0.6;5;>10.0;9.5;0.004130;Not Available;100.000;99.840;0.47073
223;Microbiome;MICROBIOME;2049-2618;698;9.000;8.493;9.014;0.792;72;2.0;4.8;0.004120;3.840;93.060;93.089;0.46993
225;CURRENT BIOLOGY;CURR BIOL;0960-9822;49,471;8.983;8.655;9.733;2.378;442;7.6;7.1;0.141790;4.932;94.570;91.585;16.16102
226;Health Psychology Review;HEALTH PSYCHOL REV;1743-7199;841;8.976;7.195;8.395;1.703;37;2.9;7.7;0.003030;2.634;72.970;98.770;0.34499
227;TRENDS IN ENDOCRINOLOGY AND METABOLISM;TRENDS ENDOCRIN MET;1043-2760;6,826;8.964;8.839;9.309;1.792;72;5.9;5.0;0.019340;3.533;0.000;95.865;2.20458
228;ARTHRITIS AND RHEUMATISM;ARTHRITIS RHEUM-US;0004-3591;45,624;8.955;8.955;8.230;Not Available;0;9.7;Not Available;0.067520;2.918;Not Available;92.188;7.69636
229;DIABETES CARE;DIABETES CARE;0149-5992;60,339;8.934;8.352;9.015;4.212;312;7.6;6.1;0.116910;3.064;97.760;95.113;13.32509
230;Nano Research;NANO RES;1998-0124;7,188;8.893;7.641;9.274;1.426;357;3.9;4.9;0.019870;2.234;94.120;92.584;2.26440
231;CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY;CRIT REV BIOCHEM MOL;1040-9238;3,222;8.867;8.850;7.273;1.088;34;8.5;7.5;0.007840;3.368;0.000;93.253;0.89392
232;Theranostics;THERANOSTICS;1838-7640;2,813;8.854;8.264;8.748;1.349;106;2.6;5.7;0.009590;2.079;86.790;93.145;1.09279
233;FRONTIERS IN NEUROENDOCRINOLOGY;FRONT NEUROENDOCRIN;0091-3022;3,407;8.852;8.689;9.045;1.297;37;6.5;>10.0;0.007250;3.054;0.000;94.348;0.82641
234;CURRENT OPINION IN CELL BIOLOGY;CURR OPIN CELL BIOL;0955-0674;13,034;8.851;8.572;8.515;2.198;96;8.2;4.7;0.031840;4.136;66.670;89.037;3.62858
235;Geochemical Perspectives;GEOCHEM PERSPECT;2223-7755;115;8.800;8.400;12.444;1.5;2;3.2;>10.0;0.000800;5.841;100.000;96.914;0.09062
236;DIABETES;DIABETES;0012-1797;51,024;8.784;8.322;8.512;2.063;379;9.0;6.9;0.086710;3.096;99.470;93.609;9.88287
237;NPG Asia Materials;NPG ASIA MATER;1884-4049;1,806;8.772;8.525;10.955;1.072;69;2.8;4.8;0.007650;3.283;88.410;93.542;0.87146
238;GONDWANA RESEARCH;GONDWANA RES;1342-937X;8,546;8.743;7.515;7.953;2.184;190;3.8;>10.0;0.023920;2.185;88.950;99.185;2.72665
239;CLINICAL CANCER RESEARCH;CLIN CANCER RES;1078-0432;74,312;8.738;8.441;8.751;2.482;569;7.0;5.3;0.152880;3.048;95.960;94.601;17.42581
240;CLINICAL INFECTIOUS DISEASES;CLIN INFECT DIS;1058-4838;53,258;8.736;8.222;8.880;2.32;538;7.4;5.7;0.123010;3.654;95.910;94.947;14.02024
241;JOURNAL OF CELL BIOLOGY;J CELL BIOL;0021-9525;67,778;8.717;8.335;9.886;1.706;289;>10.0;7.4;0.109690;4.995;95.160;88.503;12.50261
242;Physical Review X;PHYS REV X;2160-3308;4,168;8.701;8.513;8.709;3.146;171;1.9;6.6;0.033010;5.247;100.000;94.304;3.76269
243;PLOS BIOLOGY;PLOS BIOL;1545-7885;25,871;8.668;8.526;10.731;2.437;183;7.1;7.3;0.079360;5.619;100.000;95.581;9.04582
244;Particle and Fibre Toxicology;PART FIBRE TOXICOL;1743-8977;3,245;8.649;8.176;9.618;0.312;32;4.3;6.7;0.009140;2.408;93.750;98.333;1.04185
245;Physics of Life Reviews;PHYS LIFE REV;1571-0645;1,124;8.615;7.962;8.885;22.455;11;3.8;6.7;0.002740;2.975;0.000;96.810;0.31279
246;NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS;NEUROSCI BIOBEHAV R;0149-7634;18,522;8.580;8.299;10.504;1.498;233;6.2;8.3;0.045210;3.615;2.150;94.522;5.15276
247;ANNALS OF SURGERY;ANN SURG;0003-4932;43,775;8.569;7.981;8.700;2.145;311;9.5;7.0;0.072910;3.269;95.820;99.750;8.31076
248;CANCER RESEARCH;CANCER RES;0008-5472;139,464;8.556;8.389;9.241;1.674;506;9.7;5.9;0.180760;3.166;89.330;94.131;20.60323
249;Journal of Physical Chemistry Letters;J PHYS CHEM LETT;1948-7185;26,225;8.539;7.924;7.803;1.971;771;3.0;5.4;0.118650;2.481;100.000;93.206;13.52340
250;PLANT CELL;PLANT CELL;1040-4651;47,208;8.538;8.032;9.880;1.647;215;9.0;7.4;0.075120;3.285;97.210;92.951;8.56247
251;FISH AND FISHERIES;FISH FISH;1467-2960;2,902;8.521;8.315;8.351;1.816;38;6.4;9.5;0.007050;3.028;84.210;99.038;0.80370
252;GREEN CHEMISTRY;GREEN CHEM;1463-9262;28,472;8.506;7.680;8.532;2.191;545;4.4;5.9;0.053310;1.660;92.840;94.383;6.07573
253;FRONTIERS IN ECOLOGY AND THE ENVIRONMENT;FRONT ECOL ENVIRON;1540-9295;7,340;8.504;8.302;9.993;1.585;65;6.7;5.5;0.018760;4.164;70.770;97.944;2.13872
254;JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY;J AM SOC NEPHROL;1046-6673;32,376;8.491;7.984;9.086;2.46;274;8.7;7.0;0.056530;3.402;93.800;96.753;6.44370
255;AUTOIMMUNITY REVIEWS;AUTOIMMUN REV;1568-9972;6,972;8.490;6.823;6.553;2.302;139;3.7;6.7;0.018480;1.674;1.440;93.709;2.10611
256;SEMINARS IN IMMUNOLOGY;SEMIN IMMUNOL;1044-5323;3,951;8.461;8.400;6.489;1.378;37;6.9;5.5;0.011100;2.779;0.000;93.046;1.26479
257;GLOBAL CHANGE BIOLOGY;GLOBAL CHANGE BIOL;1354-1013;28,320;8.444;7.769;9.028;1.658;354;6.1;7.6;0.076790;3.452;92.090;97.919;8.75229
258;ENVIRONMENTAL HEALTH PERSPECTIVES;ENVIRON HEALTH PERSP;0091-6765;34,909;8.443;7.913;9.098;2.258;186;8.9;6.5;0.053550;2.905;90.860;97.540;6.10399
259;BRIEFINGS IN BIOINFORMATICS;BRIEF BIOINFORM;1467-5463;3,898;8.399;8.189;6.778;1.337;83;4.8;6.2;0.014050;2.950;91.570;97.037;1.60195
260;BIOMATERIALS;BIOMATERIALS;0142-9612;95,025;8.387;7.840;8.978;1.683;757;6.4;6.1;0.148530;2.022;99.080;98.256;16.92931
261;Lancet HIV;LANCET HIV;2352-3018;209;8.364;7.273;8.364;2.478;46;0.9;3.7;0.000750;4.527;95.650;94.686;0.08583
262;Annual Review of Genomics and Human Genetics;ANNU REV GENOM HUM G;1527-8204;2,431;8.347;8.347;8.219;1.062;16;6.9;5.7;0.007010;4.413;0.000;93.675;0.79877
263;EUROPEAN RESPIRATORY JOURNAL;EUR RESPIR J;0903-1936;30,252;8.332;7.084;7.284;2.71;248;8.0;5.8;0.052870;2.378;93.950;95.690;6.02585
264;APPLIED CATALYSIS B-ENVIRONMENTAL;APPL CATAL B-ENVIRON;0926-3373;40,175;8.328;7.491;8.142;3.377;679;5.2;6.4;0.057140;1.508;98.380;95.924;6.51266
265;Small;SMALL;1613-6810;30,275;8.315;7.867;8.375;2.047;681;4.3;4.9;0.077240;2.180;91.190;90.455;8.80433
266;CURRENT OPINION IN BIOTECHNOLOGY;CURR OPIN BIOTECH;0958-1669;12,429;8.314;7.963;8.417;2.331;160;6.5;3.4;0.025970;2.634;0.000;95.709;2.95986
267;Earth System Science Data;EARTH SYST SCI DATA;1866-3508;703;8.286;7.946;Not Available;0.933;30;2.5;7.1;0.005460;Not Available;100.000;98.428;0.62213
268;CEREBRAL CORTEX;CEREB CORTEX;1047-3211;26,911;8.285;7.987;7.881;1.423;409;7.1;9.0;0.068060;3.376;100.000;93.555;7.75793
269;eLife;ELIFE;2050-084X;7,951;8.282;8.158;8.512;2.62;408;1.7;7.2;0.068430;5.608;100.000;95.930;7.80011
270;Journal of Materials Chemistry A;J MATER CHEM A;2050-7488;41,927;8.262;7.303;8.273;1.916;2,810;1.8;4.0;0.109000;1.633;97.510;92.565;12.42357
271;JAMA Neurology;JAMA NEUROL;2168-6149;3,176;8.230;7.926;8.236;2.451;144;1.9;5.8;0.017180;3.350;86.810;96.632;1.95762
272;SYSTEMATIC BIOLOGY;SYST BIOL;1063-5157;13,741;8.225;7.377;15.274;2.122;82;8.0;7.5;0.032010;6.435;100.000;92.391;3.64906
273;CELL DEATH AND DIFFERENTIATION;CELL DEATH DIFFER;1350-9047;16,945;8.218;7.991;8.019;2.648;176;6.8;7.3;0.035610;2.728;85.230;89.824;4.05863
274;METABOLIC ENGINEERING;METAB ENG;1096-7176;5,218;8.201;6.967;8.322;2.456;125;4.2;6.3;0.012590;2.128;91.200;95.342;1.43448
275;CRITICAL REVIEWS IN MICROBIOLOGY;CRIT REV MICROBIOL;1040-841X;2,001;8.192;8.135;6.975;1.2;40;6.8;9.5;0.003720;2.065;0.000;91.463;0.42352
276;NEUROLOGY;NEUROLOGY;0028-3878;76,804;8.166;7.760;8.092;1.818;589;>10.0;6.4;0.118130;3.016;95.590;96.114;13.46400
277;CLINICAL PSYCHOLOGY REVIEW;CLIN PSYCHOL REV;0272-7358;11,509;8.146;8.007;11.080;1.279;68;7.7;8.2;0.023130;3.963;58.820;97.951;2.63675
278;LAND DEGRADATION & DEVELOPMENT;LAND DEGRAD DEV;1085-3278;2,873;8.145;6.136;5.793;1.265;83;4.7;>10.0;0.004730;1.155;98.800;98.042;0.53941
279;THORAX;THORAX;0040-6376;19,740;8.121;7.302;8.092;2.391;156;9.0;5.6;0.033020;2.781;88.460;93.966;3.76354
280;ECOLOGICAL MONOGRAPHS;ECOL MONOGR;0012-9615;9,501;8.037;7.907;10.029;1.448;29;>10.0;9.3;0.008920;4.243;96.550;95.667;1.01650
281;BMC Medicine;BMC MED;1741-7015;7,331;8.005;7.765;8.384;1.383;243;3.3;5.6;0.031150;2.943;84.360;95.161;3.55090
282;Annual Review of Analytical Chemistry;ANNU REV ANAL CHEM;1936-1327;1,742;8.000;7.953;9.057;1.273;22;5.4;6.6;0.004670;2.912;100.000;97.922;0.53214
282;National Science Review;NATL SCI REV;2095-5138;239;8.000;7.962;8.000;1.24;25;1.4;5.4;0.001420;3.611;0.000;92.857;0.16183
284;CANCER TREATMENT REVIEWS;CANCER TREAT REV;0305-7372;6,110;7.983;7.887;6.772;1.381;105;5.1;5.3;0.014690;1.940;0.000;93.662;1.67489
285;DRUG RESISTANCE UPDATES;DRUG RESIST UPDATE;1368-7646;2,222;7.950;7.750;10.471;1.955;22;7.5;6.6;0.003940;2.994;0.000;97.059;0.44892
286;ONCOGENE;ONCOGENE;0950-9232;64,269;7.932;7.741;7.401;1.92;575;8.9;7.4;0.094170;2.362;90.260;91.258;10.73400
287;BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY;B AM METEOROL SOC;0003-0007;16,505;7.929;7.356;11.126;1.226;146;>10.0;6.2;0.037780;5.502;99.320;97.024;4.30586
288;INTERNATIONAL MATERIALS REVIEWS;INT MATER REV;0950-6608;3,211;7.914;7.914;11.632;1.368;19;>10.0;9.0;0.004420;3.846;0.000;92.066;0.50382
289;Nanotoxicology;NANOTOXICOLOGY;1743-5390;3,466;7.913;7.238;8.137;1.814;113;3.3;5.9;0.009500;1.870;92.040;91.730;1.08324
290;Journal of Cachexia Sarcopenia and Muscle;J CACHEXIA SARCOPENI;2190-5991;901;7.883;5.567;7.543;0.694;36;2.8;5.8;0.003030;1.726;83.330;94.516;0.34504
291;Cell Reports;CELL REP;2211-1247;12,553;7.870;7.707;8.122;1.568;804;2.1;6.3;0.102160;4.867;100.000;86.364;11.64449
292;BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER;BBA-REV CANCER;0304-419X;4,583;7.841;7.795;8.819;1.682;44;5.5;5.7;0.010510;2.464;0.000;93.128;1.19756
293;JACC-Cardiovascular Imaging;JACC-CARDIOVASC IMAG;1936-878X;5,248;7.815;7.190;7.359;2.458;96;4.1;5.4;0.023520;2.985;100.000;97.581;2.68025
294;ADVANCES IN COLLOID AND INTERFACE SCIENCE;ADV COLLOID INTERFAC;0001-8686;10,115;7.813;7.497;9.102;0.934;121;8.0;9.0;0.014490;2.450;96.690;88.542;1.65134
295;Annual Review of Earth and Planetary Sciences;ANNU REV EARTH PL SC;0084-6597;6,179;7.810;7.759;10.622;2.75;20;>10.0;9.4;0.011550;6.016;0.000;95.420;1.31697
296;JOURNAL OF INTERNAL MEDICINE;J INTERN MED;0954-6820;9,090;7.803;7.672;6.323;2.118;102;8.3;6.0;0.017520;2.241;57.840;93.871;1.99688
297;JOURNAL OF AUTOIMMUNITY;J AUTOIMMUN;0896-8411;4,998;7.760;7.413;6.148;1.32;103;4.7;7.3;0.013440;1.832;77.670;91.722;1.53148
297;Nanoscale;NANOSCALE;2040-3364;46,621;7.760;7.100;7.915;1.522;2,260;2.5;4.9;0.145980;1.783;96.150;89.794;16.63922
299;SCHIZOPHRENIA BULLETIN;SCHIZOPHRENIA BULL;0586-7614;14,839;7.757;7.308;8.601;2.181;155;6.9;7.4;0.028690;2.664;96.130;96.804;3.26969
299;SCHIZOPHRENIA BULLETIN;SCHIZOPHRENIA BULL;0586-7614;14,839;7.757;7.308;8.601;2.181;155;6.9;7.4;0.028690;2.664;96.130;96.804;3.26969
301;EMBO REPORTS;EMBO REP;1469-221X;11,203;7.739;7.643;7.413;1.81;116;7.4;5.9;0.030290;3.609;81.900;88.503;3.45267
302;GENETICS IN MEDICINE;GENET MED;1098-3600;6,267;7.710;7.105;6.511;2.347;118;4.4;5.8;0.025400;2.842;86.440;92.470;2.89487
303;KIDNEY INTERNATIONAL;KIDNEY INT;0085-2538;38,159;7.683;7.190;7.839;2.658;243;>10.0;6.7;0.051640;2.756;81.480;95.455;5.88624
304;Clinical Gastroenterology and Hepatology;CLIN GASTROENTEROL H;1542-3565;13,269;7.680;7.048;7.813;2.432;257;5.1;5.8;0.038300;2.855;95.720;91.772;4.36538
305;Perspectives on Psychological Science;PERSPECT PSYCHOL SCI;1745-6916;5,279;7.658;7.393;12.043;2.306;72;4.6;8.0;0.025890;6.093;93.060;97.287;2.95121
306;PHYSICAL REVIEW LETTERS;PHYS REV LETT;0031-9007;394,146;7.645;7.057;7.326;2.212;2,500;9.4;7.6;0.818870;3.285;100.000;93.038;93.33517
307;OncoImmunology;ONCOIMMUNOLOGY;2162-402X;2,835;7.644;6.372;6.885;0.739;176;2.5;5.4;0.011680;1.971;91.480;91.657;1.33145
308;CURRENT OPINION IN CHEMICAL BIOLOGY;CURR OPIN CHEM BIOL;1367-5931;9,752;7.643;7.509;8.189;1.779;104;6.8;3.7;0.023070;2.968;0.000;92.290;2.62922
309;PSYCHOTHERAPY AND PSYCHOSOMATICS;PSYCHOTHER PSYCHOSOM;0033-3190;2,808;7.632;6.526;6.674;1.897;29;8.1;8.4;0.004630;2.126;89.660;95.860;0.52781
309;PSYCHOTHERAPY AND PSYCHOSOMATICS;PSYCHOTHER PSYCHOSOM;0033-3190;2,808;7.632;6.526;6.674;1.897;29;8.1;8.4;0.004630;2.126;89.660;95.860;0.52781
311;JACC-Cardiovascular Interventions;JACC-CARDIOVASC INTE;1936-8798;6,159;7.630;6.894;7.261;2.349;169;3.6;4.4;0.030190;3.062;96.450;94.758;3.44115
